data,datetime_registro,id_registro,id_veiculo,servico,link_foto,validacao,datetime_captura,versao
2024-01-24,2024-01-24 17:15:10,\xE1\xF6P\xBD\x7F\xDCvp\x16\x0F\xA9\xE1[\xAD\x8C\xD9\xDF\x16\xB3\xB2\xF0\xDA\x12\x9B\xE3T5\xDA\xB1\xF7R\x0B,C47739,614,https://drive.google.com/open?id=111dGzkCTabE5xcrmijS5Zuh9CT_CHCAi,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 08:53:27,\xDC\x87Ac\x9A@[H\x09\xB1\xC8\x27\x9A\xA3\xCC\x11\xBF\xA3\xC8\xACF\xB01)\xD5\x04h\x92\xBDw\xC5\xCE,B27192,629,https://drive.google.com/open?id=1E-3DiEEjhQMIGuDEYLOAnGGhVQ7WN7Ik,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 08:57:39,")\xA7\x80\xCFq\xD0@\xC8?S\xFD?8\xC5\xC1\xD4\x8E)\xD8\xC3\xB2\x1A:\xE2U@L#\x8F\x86\xF8\xC2",B44536,638,https://drive.google.com/open?id=1Ut1H-6I6E3-gW2f4KlImtrJMEn3oMrnT,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:01:05,\xCC\x95e}z\x8F\x1Eg\x0Fp\x95\xF3\x06\x97\xE5+\xD7\xE8\xDFX\xDDfMdc\xC1G<\x8D\xAD\x04f,B44661,638,https://drive.google.com/open?id=1kjdW-_t9hrMAkhCwpUSeSEaACfE-D4aq,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:14:40,\x0F\xE3\xEF\xBB9f\x92b\x10~\xDC)\xEA\xD9\x9D\x99&\x0F\x9F\xCA\xDD_L\xA9\x9C\xF59fC\xC6\x0E\xCE,C44594,638,https://drive.google.com/open?id=1u-fR8CvKpJf5HKk8a47cadVLxGYLeUVO,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:27:19,\x05\xEE\x92\x9D\x90\xC7\xA4\xB7\xB7\xA2\x02\x03\x06[\xED\xAD\xD9I\xB6\xE3\x9C7\xFB\x12w\xC5\x0Cu\x93\x27L\xFD,B44592,638,https://drive.google.com/open?id=1DCLIgHX--7xaGEjyS7tq-reC_8V7JPkZ,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:47:40,"\xA6:Su\xF1\xD28xv\x07\xB8\x0E\xE4l\xB2\x9C\x06#\xB4\x8C\xBEa\x01\x04\xF1\x92`iT\xA9\x08\x13",B44630,638,https://drive.google.com/open?id=1hXHuWABfK_v_wIizRd0YZSioMsnf6aUS,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:25:54,\xBA\x03b\x02*k*\xA7\xF3\xC3\xB5\x03\x0B\xC2\xFC\xF4\xF9\x91\xAA\xEBy\xE8%\xA2\xA1\xF5\xB8{\x97\xEDc\x81,B44503,638,https://drive.google.com/open?id=1jODHqoe-Bsk8Uu1xihtNBUG1AtQIKDlj,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 17:13:20,8J\xB7\x87LS\x22B\x03Gz\x5C\xDFo~g\xF7\xD2]\xAB\xA2\x07\xB6\xBF*\xFBp[u\x86\x90\xA6,C47516,880,https://drive.google.com/open?id=1-FY0FRSfbB_nWiuLIUZX02IKgmQy4oDs,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-20,2024-01-20 17:28:55,\xC3$M$^!!il\xE9\x8E\x18I\xE7zg\x86\x0Dg\xCF\x94=\xB0&\x92D@%\xAE\x0C\xA0\xEA,A50165,LECD49,https://drive.google.com/open?id=1Bg5pe7y373tETezeXnK-UyCyvmO26Lu6,true,2024-01-23 07:00:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-20,2024-01-20 12:13:17,\x27\x1Fq\x5C/\xAA\x00\xD6\xB22!\x80\x0C\xF7\x0E(\xDD\x16\xFA\xC7\x98\xF2\x10\xB5(\xF7\xB7\x08f\x94\xB2\xA1,D13012,383,https://drive.google.com/open?id=1PLrOR4EUJ3C05aIezPETFLFXkEPyU5uL,true,2024-01-23 07:00:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-20,2024-01-20 12:10:36,\xD9K1\x1F<\xDC/\x974\xE1\xAAD\xD7\xB6\x18\xD7\xB4k\x0F\xB9S\xB5\xAFwy=\x0A/q\xD0\x84\x13,D13004,745,https://drive.google.com/open?id=17w0QKs0v5OvYZ35Ve2CPMx8v4MaNKbc5,true,2024-01-23 07:00:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-20,2024-01-20 00:03:51,"\x1F\xE9c\xAE9\x8B\xD5G\x9Aqi,\x12\xD0\xAB\xA3X\xF5O3t\xA2\x1E\x0C\xFAS\xDC\xF6\x90\xB0M\xF6",C44505,355,https://drive.google.com/open?id=1USxP9izAic5HBoCxgbyYY3JHWA-sn_aK,true,2024-01-23 07:00:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-20,2024-01-20 15:53:14,"\xDB\x22\x93N,\x8F\x06\xC0\x118\x00\xEF\x89&\xA9$Mj\xBA\xF9\xC3f\xEC\x8B-\xAC\xCBRy\xD2\x81\xBD",D53567,393,https://drive.google.com/open?id=1G0qMcHO3vBoSllcqX6aGsXV4Q7SWS_1i,true,2024-01-23 07:00:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-20,2024-01-20 12:07:41,\x27\xE9F\xF3\x07\xFFH\xCA\xE2\x9A\x5C]b\xEC/\xD2\xE8\x8C\xAB\xD0\xFAP\xF9\x8A\xBB\xD4\x05\xC7!!n\x81,D53674,393,https://drive.google.com/open?id=1DbcB79493GyKfFXvZDnBuwvS5K1kO2rZ,true,2024-01-23 07:00:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-20,2024-01-20 15:48:13,\x1D\xFF\xC8\xA7\xB2\x05TD\x8EL\x97\xA0\xA6\xFB\xC0n\x1F\xAF>5\x0E\xBA\xF3f|\x07x\xCA\x17=\x06\x1E,D13041,746,https://drive.google.com/open?id=10hkmeW_Gmg41q6URbAzAOiFtFVCe8h5N,true,2024-01-23 07:00:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-23,2024-01-23 18:15:18,5\xBC\xE0@\xC6\x95w\xB9\x1E\x97W9\x88\xE6\xF1\x02\x95`\x89L\x04\xB8+\x01\x0B\x84Nn`{p\xD1,A27544,433,https://drive.google.com/open?id=1fLfAC0mn4d7wxyEtQ7-E0-Xhnh6Nvn5I,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2024-01-23,2024-01-23 08:53:12,\x95j\xD8>`\xCA\x93\x0A\xA3\x09\x96z\x99\xC5mi\xC2?c}\xEA\xC5w\xDF\xEF_\xAD\xC1\x07\x8D\xF9\x27,A71622,416,https://drive.google.com/open?id=1IwqYlZkvnqVz7CAu53WN5TebTAIymrP9,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2024-01-23,2024-01-23 10:21:40,\x99}{$\x00\xF3\xB2\xDC\xCA6\x06p)\x16\xA8\xC3\xBF\x06\x04\xDE\x1D\xFB\x83Je)\xA4\xECj\x04\x80\xAE,D13045,777,https://drive.google.com/open?id=1SJLC0c5lgWnczXdDE3YvKLVYxlBam64H,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2024-01-23,2024-01-23 10:31:09,\x8F\x94\xF7\x05*\x11\xD2P\xCF\x8D_\xF3\xF8U\x09\x8Do?a4\x07\xF7\x16\xAA\x09\x9B\xA5\x9B\x03\x03\xDA\xFA,D13282,746,https://drive.google.com/open?id=1lZFN0hKKDhoZswIBXDznyFNkBew7N8g4,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2024-01-23,2024-01-23 10:32:58,\xD8\x0A.\xFD\x1A\x9C\xF0\xC9[\xDC\xA5\xB2$\x27\x1E\xEAv\xC3\x842\x13l\x97\x07iL|\xEAJ\x84p\xC0,D13282,746,https://drive.google.com/open?id=11mfjS8aPczrWXjzWqlE9tSZC_XSkowBX,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2024-01-23,2024-01-23 09:58:54,\x5C\xEE\xFE\xF2\xC5\x96A\x86\xC8\xDD\xBE\xEB\x08\xF4\xE15\x9D]\x83\xC9\xE8\x1C&\xCE\x97nY\xE6\xE3\x5C\x81M,D53523,397,https://drive.google.com/open?id=1NDTq-m8b-FdEf6UlJoc8PiDfthWKCT16,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2024-01-23,2024-01-23 10:00:49,\xA1\x0D\x99\x0F&Bt\xAB\xD0\xEA\xC1\x9B\x9F\xAD\xE8\xBF\x16\x1E\x84\x9Cj_KhK8\xD5wd\xBFj\xA7,D53592,397,https://drive.google.com/open?id=193ad8qhshyKYoKZmriInnVzIdRNj8iGb,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2024-01-23,2024-01-23 09:56:41,\x17\xC7\xE0\x1A\xA4\x1DC\xAB\x80\xA1\xE6Zj\x99}v\xFB\x81\x01\x19t\xCC\x8D\xD0\xD0f\xC5h\x1As\xD4\x05,D53603,397,https://drive.google.com/open?id=1wyZIwgoOpLgo-JAC-Lcngna5gnHFbML6,true,2024-01-24 07:00:00,3911bb6787ab9a96ca507c72ad4d6aa8fda1c81e
2025-04-07,2025-04-07 20:35:47,\xC3\xC8\xD7\xDA\x16\xC0\xEB\xB26\xB7\x1E*\xF5\xEA^!\xF8>sY\x09\x05\x8CC\xE0\x9A\x80_i\xC4\xF8\x14,D17142,868,https://drive.google.com/open?id=1UtBiSYU8EN6EQmEV4LhRVyarVqIQZyOw,true,2025-04-08 07:03:00,883ca0feb1b5ec54b81a4e88fcd4fb82eb7ab4bd
2025-04-07,2025-04-07 10:02:29, e{Y\x1F\xF3O\xD4|e\x9C\xB7\x03\xE7\xF5r\xA5t\x18Q\x1E\xB5\x1F\x1A\xCD*\x17J_\xE9\xFA\x86,D53638,SP759,https://drive.google.com/open?id=1WM2iScOvpTwF9ss4nsn5ukFOedDLPAGH,true,2025-04-08 07:03:00,883ca0feb1b5ec54b81a4e88fcd4fb82eb7ab4bd
2025-02-20,2025-02-20 13:13:20,\xAD C_\xEB\xF1\xFC\xB1\xED\xC5W~\xC6[\x0Dv\xFC\xF4\x07\xD1\xF8eH\xBC\xBDIl\x8F\x8D\xBA\x17z,A50187,302,https://drive.google.com/open?id=1DsiWXAr07VQhbTv2K9sIFmjkCnrKVRh7,true,2025-02-21 07:01:00,0b12019f228f61b98e0e4f0baa12ff63f0b05915
2025-02-20,2025-02-20 13:41:41,\x9B\xBF\xBF@k\xFC\xE8\xF5K\x82o\xB9s!\x18\xC4]\x991\x97\xCB\xEE)<\xCFqE\x92\xF5@5\xA4,C30214,343,https://drive.google.com/open?id=1LnkFA4YehDeW8Y2Jjcm7W4DjK12iH9U6,true,2025-02-21 07:01:00,0b12019f228f61b98e0e4f0baa12ff63f0b05915
2025-02-20,2025-02-20 13:39:11,B\xA3eC\xB5\xEC\x85s\xFA\x193\xDB\x94\xF6\xD4N\xA3\xAF\xCDw\x95z\x94$\xB5\xD3\xA9_\x9E\x01\xF8H,C30008,343,https://drive.google.com/open?id=1bNykNsfCkXW7dkrpQoIOqoBG5AJzdiy1,true,2025-02-21 07:01:00,0b12019f228f61b98e0e4f0baa12ff63f0b05915
2025-02-20,2025-02-20 13:43:26,\xBB\x1A\xD0r\x93\xBEj\xB6h\xD99\xC1P8;\xD0\xA0$I\xE3\xFE1\xC2\xE49L\x9E<\x91\x22\x95\xD9,C30355,343,https://drive.google.com/open?id=1RD6U_qMyu6XfYOD3Ty5lhdqKy6IJA91n,true,2025-02-21 07:01:00,0b12019f228f61b98e0e4f0baa12ff63f0b05915
2025-02-20,2025-02-20 18:04:09,"\xAB\x0B\xE0#\xBF\xA1\x84C#\x1C-$~4\xBF\xD7\x27\xDDI\xD2\xE2\xA3\x0D\x12\xEB\xACh\x98\x99-\xDA\xDA",C47677,613,https://drive.google.com/open?id=12EEoQIBGWjROtmt1jSf0zRM5p0k65bUA,true,2025-02-21 07:01:00,0b12019f228f61b98e0e4f0baa12ff63f0b05915
2025-02-20,2025-02-20 22:53:25,\x9E(\xF3\x04\x12\xE6\x22\xD9\xF1\xE0\x00\xC0\xB5\x88\x93.\x7F\xDB%\xD4\xDF\xFE\x1F]L4T\xFFO\xAE\x02\xC0,D17178,825,https://drive.google.com/open?id=1yYhMdOrNvbL6x0XMvZ_yvWvSGs4QDUHy,true,2025-02-21 07:01:00,0b12019f228f61b98e0e4f0baa12ff63f0b05915
2025-02-20,2025-02-20 13:31:14,Jdd\xAAp+8\x93j5\xA7\x8A\xC3\x90\xF8Y\xF1\xBA\xE1\xFA\xF7\x18XG\xC0\x5C!\xC1\x89\xBD[\xF7,D13178,878,https://drive.google.com/open?id=1jfywMx_bEiuyzP3yoT-_03Sxa7mHUdd6,true,2025-02-21 07:01:00,0b12019f228f61b98e0e4f0baa12ff63f0b05915
2025-03-19,2025-03-19 21:19:01,\xC1\x8EB_m\xB3\xD5\x1A\xF1\xEE7P\x220\x0B\x96\xE0\xAE%*\x8A.\xC9j\xB9\xA6\x9E\xE2\xD56\xBB&,D13302,753,https://drive.google.com/open?id=1CY0nveBC6d6GhhX1_2UqdYTty6c2rJ8Q,true,2025-03-20 07:01:00,7b1b86d4380b00320a09664d6ac3313669dbe73a
2024-02-24,2024-02-24 05:49:39,o\xAF\xA8x\x8E\x80\xC1H\xA0\xC7\x11r\xC1\xBD\x86\xCB\xED\x9A\x89rJ{\xA3\x9C@V;+\x18arS,A50216,301,https://drive.google.com/open?id=1bCTdAzNIBwMVzhpVwXOLNlaurZOR3QEp,true,2024-02-24 07:00:00,7288752e04b322906bb1de5ca46673d847f237c5
2024-02-24,2024-02-24 17:46:33,\x90]\x9B%\xFFAM\xBB\x0A\xFA\x1As.7&A\x03\xFFXX\xD4*\xD0\xDD5.\xC0!3\xFDv\xB9,A50216,301,https://drive.google.com/open?id=1zNv94ixb-9MNBCFds8uyY-vRodTGO88L,true,2024-02-25 07:00:00,7288752e04b322906bb1de5ca46673d847f237c5
2024-02-24,2024-02-24 17:30:50,\xD8\xEB\xE4f\xD8Y\x27\x19\x86\xF0\xAE\xD7\x83\x89\x9E\xBB\xBF&\xAC\xF2\xCFK1\x1E\xEBD\xD6\xB7\x92f\xF5\x9E,A63539,104,https://drive.google.com/open?id=1drqX01Suy1tHTU7OM0ZBpBg71RwZDavR,true,2024-02-25 07:00:00,7288752e04b322906bb1de5ca46673d847f237c5
2024-02-24,2024-02-24 16:28:27,\xE6{\x82xv\x9FPo\xDE\xED\x17\xEF7Mi\xC1\x93.\xEC\xE3S0E6E\x9D%Ez_k\x07,C50117,302,https://drive.google.com/open?id=1duMtqI7_wSwoMnAx6Y805EHhwk8w-X-j,true,2024-02-25 07:00:00,7288752e04b322906bb1de5ca46673d847f237c5
2024-05-17,2024-05-17 15:58:45,"y\xC7\x8D\xD8\x98\x82;\x8B\x89\x99\xDC}\xC5?A|u\xEEY\x8D\xD0\xE2L,\x12\xF6\xCD<\xC3\xED\xB0\xC1",C44515,783,https://drive.google.com/open?id=1Ft0IkuzlD1MpDI8A8a_djg1Adh9VGW4j,true,2024-05-18 07:00:00,81cb750794b8cf9237494b875a18487c332fe4cf
2024-05-17,2024-05-17 15:56:26,"\xE4\xC3\x9D,\x16[\xBD\xB3\xC9\x18\xB0\xDDi4\xA1\xAD\x84)\x91\xCEz0\x05.\x5CQZ\xC8\x96u\x10\x89",C44515,783,https://drive.google.com/open?id=19UMz3yIVHkXsYjyysMRlEM1ywIXwGM9N,true,2024-05-18 07:00:00,81cb750794b8cf9237494b875a18487c332fe4cf
2024-04-29,2024-04-29 10:43:04,"\x97\xA1\xF3\xBB\x00\x97%,\xF6\x0Cu\xA6\xC7\x9C\x81I*2>\x1A\xC5\xEC!0^?\xF5Vu\x86\xCC9",D53694,759,https://drive.google.com/open?id=1O25fDgKjaFyAS-UjDeQUuPVTfqQVRLWa,true,2024-04-30 07:00:00,3392b6f9ba3e734a2df27c4731336bc01f51bf12
2025-02-25,2025-02-25 19:53:49,\x14U\xEDCp\xF2\xFCWO\x98\xEC\x1E\x88-\xF8\xB8\x98W\x5C\xB5\xF5\xBEqa\xB1A\xF8\x86\xA3m\xACz,A41454,108,https://drive.google.com/open?id=1ZD_pbuK1G6e6SxldI2jduOseJCyNeg1R,true,2026-03-10 07:00:00,5d6ba3193f5d93ba8aa3bb4277ef03ccaac50665
2025-04-09,2025-04-09 11:15:42,\x8D\x80{\xFE\xFF|c\xDAU%v%]8{\x1B\xEF\x0B\xAD\x01U9\x0C\xF8i\xE8\xCD\x0B\xB3\xDC\x89],D17089,770,https://drive.google.com/open?id=198sHCuHZQTunem_diDDpJaLu4vwSQ7js,true,2025-04-10 07:04:00,a087bb07d1d213e91757582c96fdb6b871ed22bf
2025-03-11,2025-03-11 09:19:59,"\xF5\xFF_\x8B\x9B\xC0\x0A\x0B\x9E\xE6\xB2X\x95V\x08\x01\xB7J@\xD7\x22\xEB\xD3d\x90~\x0E\xB2#Q\x1F\x09",C30127,565,https://drive.google.com/open?id=1Cyj_wTxXB4yr7lLK3EIMQQHDqRRZEEZ8,true,2025-03-12 07:01:00,79dec47dac806bca7f59d4b97eabc3692820bb75
2025-03-11,2025-03-11 09:56:34,\xA4\xB6\x80\xCD\x7F\xDA\x1Fam\xD7Mg\xA0n\x94b\xE6\xB3\x1Av\xE6Y\x7F\x8B\xB1\xAF\xDA\x08\xE5\x1BZ\x9C,C30219,900,https://drive.google.com/open?id=1jGLUYor0O3TMwxRnNLof9EqT_jdrRrQS,true,2025-03-12 07:01:00,79dec47dac806bca7f59d4b97eabc3692820bb75
2025-03-11,2025-03-11 09:46:11,\xEE\xC6\xDBc\xDAu\xD6a\xE1\x96\xEC\xE0\x16\x85\x18\x84\xCD\xDF\x87\xD2\xBE:w\xCD\xC1u\xC7$\x04\xBE\x81t,A50062,Sp810,https://drive.google.com/open?id=1yp1JNdbCF9ORPSNf8IAjL3fyDBtSHhUH,true,2025-03-12 07:01:00,79dec47dac806bca7f59d4b97eabc3692820bb75
2025-02-13,2025-02-13 20:54:21,"z8\x04L\x06@|D\x8F\x12\xA5~5\xD1sm,\xF5\x89\x22\x19\xEDkL\xE4\xEC\x93V\x22oSx",D17117,825,https://drive.google.com/open?id=1t95u9B2N1A8OKuzg8cz_X8B5ywUr6-U2,true,2025-02-14 07:01:00,5f99bdfe401d576682ba821ff6ff4b32caed6eb7
2024-01-08,2024-01-08 08:52:34,4n\xD3\x9B\x9F\xEE=\x1Frp\xE8/\xF4\x90\xE4/1\x93U\x93&/d\xF6\xBF\xAA\xBEC\xB7\xCCa\x9E,A71620,416,https://drive.google.com/open?id=1hLqKf0k7v2qdCad0ibbTBp2eN8Gmxir4,true,2024-01-17 12:32:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-08,2024-01-08 08:58:00,\xBE\x89|\x0E\x1CA\xF5\xDC\x05\x94\x17M\x1C\xEA\x82\xDF\x07\xD1?\xDFa\xE6\xD6\xE4<\xF5\x11(\xD0^\xD2\xC2,A71620,416,https://drive.google.com/open?id=10sZfq8KyXoRyshIHlGNYS3M36TlX-WiN,true,2024-01-17 12:32:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-08,2024-01-08 09:26:08,\xE0:\x1B&\xAAp7\xB5\x1A\xB9\x83\x09\xD4\xDF\x88\x01\xFD.\x84\xBF\xECD\x19\xD2\x9DS\x9C/\xBF\xD9\xE1U,D13508,753,https://drive.google.com/open?id=1MHOElkLMmYwwuuQFFdABKRPvkCh7sbpg,true,2024-01-17 12:32:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-08,2024-01-08 20:46:04,\xE3uI\x11%\x9B\xCDi@B3\xA3kZ\xC4\x96O_\x91\x9A\x17\xA8\x12\x97\xB7-mC\x02\xA0X\x00,D13047,753,https://drive.google.com/open?id=189dG2QWtZpCpLG3ryMSEf7VxX2nrhzVt,true,2024-01-17 12:32:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2024-01-08,2024-01-08 21:42:13,\xE4\x15\xF3\x86\xFE0\xDFs\x93\x89\x00\xA4\xA5[\xC0\x1E2\xD9\x95\xE6T>V\xB4\x16]\x97\xC7\x18\x99\xBAZ,B44570,638,https://drive.google.com/open?id=1H_xQIoNt_tWgj_xAD5fPOnegDER4Ja6M,true,2024-01-17 12:32:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2025-01-07,2025-01-07 19:40:03,\x0A\x1D\x90\x80Nz\xABs\xA4\xB9\xEC\x07\x9Be\x1D\xACPb\xC1\x98+\xF2\x08\x27\xEA\xE2zMsde\xCD,D17089,798,https://drive.google.com/open?id=1VHOTC3jccxSfMJpgeRIAnG2R6yCjgk2W,true,2025-01-08 07:01:00,76a9e78183fb16ff2864670f49522feaa2bf2e4b
2024-01-06,2024-01-06 15:28:38,"F\xE4]/PN\xE7\xE7\x085\xF4\x16k\x17a-T#\x98\x01Gq\xC0\x8E\x11\xB7\xA0\xD07\xC5\x9Cy",C50121,301,https://drive.google.com/open?id=1_xtKk4xIFr-3WuhvKevsdov22vxMN5c1,true,2024-01-17 12:32:00,49894c907d2d9492cc6b1184bb51dd37cc81a081
2025-04-08,2025-04-08 20:38:19,]\xF4\xC5~\x9E\xD0\xED\x03\x85\xF1\x13\xF8H\x5C\xA7\x99\x81i\xF9:\xFA\xD4\xE2\x11%\xA7\xBC\x9A\xA2\xF3\xDE\x08,D13047,753,https://drive.google.com/open?id=1C0-1vWyuW1OanvZVBG-GKUq9YV9tSAHT,true,2025-04-09 07:01:00,3540c0369d2468f125193d78968cdbd3d4901be2
2025-04-08,2025-04-08 09:34:08,"\xAA,\xB5\x82|Gr_\x0FZi\x22\x0F\xF99\x9D\x15\x8E\x08k\xAFiP\xAE\x97\xE4o\x14,e#j",D17169,868,https://drive.google.com/open?id=1X-XWLqQPUwqpgErqFsqhWC-1Ebkvn7Br,true,2025-04-09 07:01:00,3540c0369d2468f125193d78968cdbd3d4901be2
2024-03-26,2024-03-26 10:09:24,\x85\x84\x1E\xCB\xCD\xF8\xD3\xC8{2\xE0\x08\xB6\x9E\xD0\x07\xE2?\xA0B0\x09d\xE0\xC7\x83J6\x9C6Oe,A27617,433,https://drive.google.com/open?id=1f4mF8ibi8WeSlxjTWUysH7NkjnywVnT3,true,2024-03-27 07:00:00,d60cfc7e766dee8c5f5a0635e0507e8f03382a7d
2025-01-15,2025-01-15 18:04:29,\x13\x85\xF1\xDF\xDD\xF1Ac\xE1p\x84%\x16A\xEC4b\xA9)\xB4\xC0\xBD\xE3\xE5\xC2\xB9\x81\x8F_\x9E\x91[,C50111,301,https://drive.google.com/open?id=1gn7nJmBcxg0Fxpz0GzDo8CQOIxMY95Ay,true,2025-01-16 07:01:00,f5cd9d40b2db2247d35348a74ca699da4f172c25
2024-02-06,2024-02-06 19:32:08,4\x94:\x0B\xDF\xC9\xE5\x04 )\x12\x19\xCF\xD3H\x1F\xF0LV\xB4\xF2\xBEas\xED\xDD/\x1D\xB3J\xA3D,C41010,315,https://drive.google.com/open?id=1TDCc8O9vzr_dg0luSd9Nn-Q9GZd6smTs,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:24:43,Y\xEF\xBD\x8Fe\xF0\xF7\x19r>\x94k\x96\xF4\x86q\x5CO\xEC?6J.\xC7^8\xAF\x13\xA2\xED\x9D\x84,C47472,315,https://drive.google.com/open?id=1N0oU7LD5mqvOj4lgwUz0k878vC-x4MSE,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:37:16,\xA3\x5C\xD5\x06\xD2\xCDS\xAD\xC3A\x22m\x9BG\xE7\xE0\x18\xAB\x02\x16\xFAr\x8B\xBA\x0B}V\xF4\x18\xAF\x0CA,C41355,315,https://drive.google.com/open?id=1wtgGe-s88GsomY_9eAABrzxMCfPWT2hu,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:02:22,"\x89\xA2\x060,\x97\xEF\x87W\xAE/\x15&\x8D\x05B\xE7\xE3u\xD1\x09\x8AM<\xF5\xC3$:s\x02Dp",C41394,315,https://drive.google.com/open?id=1QiWGM9vheYY66slr-azkyKBdyA6SbGbs,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:15:06,\xEF\xD1s\xFA\x9D\x82\x1B\xA3\x9F\x15c.\xC8\x1A\xF7T\xFB\xE7\x84y(\xA1[W\xA1>\x11/\xFD\xD3\x0B\xE6,C47539,361,https://drive.google.com/open?id=1n7QsU-LEbE0ypjzeqNLrwZgOeuqgToU-,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:05:28,"\xF3A/\xF8\x8E\x02\xE5E\x05\xFC\xB8\xA1#\x81ad\x8E]\xEAq\xC16\x0E0d\xA6\x03-\xDC\x06\xA8h",C47539,361,https://drive.google.com/open?id=1tiHQYnyLgjLjsR-x6jRGXD4QFErE5duY,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 08:51:17,m~\x81;\xFD\x04\xB6\xA0L\x11*\x12\xC0K$/H\x88\x9C\x22\xA6C\xF2\xCD\x91R\xB2\x96\xDCdF\x86,A71570,416,https://drive.google.com/open?id=1_yBXu7jVoF9PzYc2yoQdUIvv-_wxYo-Q,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:21:35,;\xC7\xD8\xE0\x0D\x1E\x89V\x00\xBE\xE3\xB8HS\xE6\xE7s\x85\xAC\xE1\xF6\x27S7X\xA6\xA4u\xAEs\xCA\xCE,C30183,565,https://drive.google.com/open?id=1U9TD3Gafr_Ysnbffk9amlsIw4sb_WjXN,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:16:07,\xE9H\xBBh\xA0D\xBF\xEA\xCA\x5CM\x08-\xC164\xB1_\x9E\xD4\xE7\x8AJN\xD8S\xDB\xD6r\x08\xA3$,C30360,565,https://drive.google.com/open?id=1tY6T6rUh2FLHPTzDtIIyjhKgJiUZ0MFV,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
2024-02-06,2024-02-06 19:19:29,\xFB`\xBF\x1CY\xA5\x8D-h\xB5\x10\x1E\xE0\x91\xFC[\xAE.Af;\x0A8\x9E\xB9Rb\xE9\x16\xCFn\xD0,C30333,565,https://drive.google.com/open?id=1AZW70G4RshiczULGzx6hmOE8SJ3x3TpH,true,2024-02-07 07:00:00,bfd45c31e6e5479fef38bdc3b3c74d94b946b8b9
